wdid,name,wdLabel,source,sourceDate,pid,position,psid
Q6389383,WAKAMIYA Kenji,Kenji Wakamiya,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q108528513,"Minister of State for ""Cool Japan"" Strategy",Q6389383-E7AA0029-4887-4222-9A98-8B691B4DE9B0
Q6426211,HAGIUDA Koichi,Koichi Hagiuda,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109541966,Minister in charge of Industrial Competitiveness,Q6426211-1B2EB5AF-6125-486D-AC4B-9E660ACE3FD6
Q6426211,HAGIUDA Koichi,Koichi Hagiuda,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q6866106,"Minister of Economy, Trade and Industry",Q6426211-44067496-9867-4331-A3E4-DE7582D69589
Q6426211,HAGIUDA Koichi,Koichi Hagiuda,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q18048276,Minister of State for the Nuclear Damage Compensation and Decommissioning Facilitation Corporation,Q6426211-773A9DDA-2482-4F3A-A33B-A5020110AF7A
Q6426211,HAGIUDA Koichi,Koichi Hagiuda,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109541978,Minister for Economic Cooperation with Russia,Q6426211-E1E960B1-9EA9-44AE-9F5E-616A952FC360
Q6426211,HAGIUDA Koichi,Koichi Hagiuda,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109541984,Minister in charge of the Response to the Economic Impact caused by the Nuclear Accident,Q6426211-F6C30B4E-BD75-444D-BFB8-AADDE7209179
Q704345,YAMAGUCHI Tsuyoshi,Tsuyoshi Yamaguchi,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q11394672,Minister of State for Nuclear Emergency Preparedness,Q704345-14EBAC62-FC6C-40F6-A8FF-14058D02AE9E
Q704345,YAMAGUCHI Tsuyoshi,Tsuyoshi Yamaguchi,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q1104488,Minister of the Environment,Q704345-c09ed8c8-4c9f-aad6-838b-46fa5597fd98
Q7426414,NINOYU Satoshi,Satoshi Ninoyu,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109971591,Minister in charge of Civil Service Reform,Q7426414-21C42254-FF6E-4CB6-ABBE-FBE421A86C06
Q7426414,NINOYU Satoshi,Satoshi Ninoyu,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109971595,Minister of State for Disaster Management and Ocean Policy,Q7426414-24918A03-E85F-4B09-9354-3CF5860FAD27
Q7426414,NINOYU Satoshi,Satoshi Ninoyu,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q1575411,Chairperson of the National Public Safety Commission,Q7426414-49efafbe-4714-dc7c-adf2-ce1881a42532
Q7426414,NINOYU Satoshi,Satoshi Ninoyu,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109971593,Minister in charge of Territorial Issues,Q7426414-ABF353C9-543A-4C77-9F62-47EA07921650
Q7426414,NINOYU Satoshi,Satoshi Ninoyu,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109971587,Minister in charge of Building National Resilience,Q7426414-C2A46D7B-56AD-45CA-8AB5-60403F6C5D3D
Q7496422,GOTO Shigeyuki,Shigeyuki Goto,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q841962,"Minister of Health, Labour and Welfare",Q7496422-b32f581a-4c6f-9e43-3a21-06c6ef642884
Q7497773,SUEMATSU Shinsuke,Shinsuke Suematsu,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109541758,Minister in charge of Education Rebuilding,Q7497773-BE2CE4DB-3771-417B-AF6C-9A7012A2861D
Q7497773,SUEMATSU Shinsuke,Shinsuke Suematsu,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q842359,"Minister of Education, Culture, Sports, Science and Technology",Q7497773-dd1a9c9a-4ab5-7958-daf8-27409bd485fa
Q8050092,KANEKO Yasushi,Yasushi Kaneko,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q1578065,Minister for Internal Affairs and Communications,Q8050092-2ea4878b-4925-c674-34ba-be7593e304fb
Q8056070,FURUKAWA Yoshihisa,Yoshihisa Furukawa,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q841904,Minister of Justice,Q8056070-991b0e2a-4503-838e-9263-45c3b63f9f9a
Q926287,SAITO Tetsuo,Tetsuo Saito,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q842012,"Minister of Land, Infrastructure, Transport and Tourism",Q926287-96FE2930-CCBC-438D-8F92-A381D6D9C96E
Q926287,SAITO Tetsuo,Tetsuo Saito,https://japan.kantei.go.jp/101_kishida/meibo/daijin/index_e.html,2021-12-07,Q109542030,Minister in charge of Water Cycle Policy,Q926287-EA415992-4414-4919-8A8F-55D97D54ED59
